['Bgsng7106', 'Bgsng7204', 'Bgsng7128', 'Bgsng8064', 'Bgsng7178', 'Bgsng7114', 'Bgsng7142', 'Bgsng7096', 'Bgsng7090', 'Bgsng7149', 'Bgsng7177', 'Bgsng7150']
['Bgsng7202', 'Bgsng7173', 'Bgsng7155', 'Bgsng7131', 'Bgsng7149', 'Bgsng7090', 'Bgsng8064', 'Bgsng7063', 'Bgsng7096', 'Bgsng7142', 'Bgsng8169', 'Bgsng7106']
['Bgsng7202', 'Bgsng7106', 'Bgsng7204', 'Bgsng7178', 'Bgsng7131', 'Bgsng7035', 'Bgsng7114', 'Bgsng7155', 'Bgsng7090', 'Bgsng7052', 'Bgsng7115', 'Bgsng8169']
['Bgsng7173', 'Bgsng7063', 'Bgsng7150', 'Bgsng7096', 'Bgsng7115', 'Bgsng7142', 'Bgsng7178', 'Bgsng7202', 'Bgsng7204', 'Bgsng7106', 'Bgsng7082', 'Bgsng7114']
['Bgsng7052', 'Bgsng7114', 'Bgsng7018', 'Bgsng7082', 'Bgsng7115', 'Bgsng8064', 'Bgsng7204', 'Bgsng7096', 'Bgsng7063', 'Bgsng7177', 'Bgsng7071', 'Bgsng7149']
['Bgsng7173', 'Bgsng7202', 'Bgsng7155', 'Bgsng7106', 'Bgsng7204', 'Bgsng7052', 'Bgsng8064', 'Bgsng7192', 'Bgsng7063', 'Bgsng7149', 'Bgsng7035', 'Bgsng7178']
['Bgsng7018', 'Bgsng7192', 'Bgsng7071', 'Bgsng7177', 'Bgsng7052', 'Bgsng7202', 'Bgsng7096', 'Bgsng7128', 'Bgsng7149', 'Bgsng7106', 'Bgsng7155', 'Bgsng7204']
['Bgsng7131', 'Bgsng7071', 'Bgsng8064', 'Bgsng8169', 'Bgsng7096', 'Bgsng7052', 'Bgsng7178', 'Bgsng7202', 'Bgsng7192', 'Bgsng7063', 'Bgsng7090', 'Bgsng7106']
['Bgsng7096', 'Bgsng7018', 'Bgsng7149', 'Bgsng7106', 'Bgsng7082', 'Bgsng8064', 'Bgsng7202', 'Bgsng7177', 'Bgsng7131', 'Bgsng7035', 'Bgsng7090', 'Bgsng8169']
['Bgsng7204', 'Bgsng7071', 'Bgsng7202', 'Bgsng7063', 'Bgsng7082', 'Bgsng7149', 'Bgsng7177', 'Bgsng7150', 'Bgsng7052', 'Bgsng7192', 'Bgsng7178', 'Bgsng7096']
['Bgsng7114', 'Bgsng7082', 'Bgsng7018', 'Bgsng7071', 'Bgsng7142', 'Bgsng7149', 'Bgsng7150', 'Bgsng7035', 'Bgsng7131', 'Bgsng7155', 'Bgsng7202', 'Bgsng7204']
['Bgsng7150', 'Bgsng7063', 'Bgsng7035', 'Bgsng7114', 'Bgsng7149', 'Bgsng7204', 'Bgsng7115', 'Bgsng8064', 'Bgsng7192', 'Bgsng7106', 'Bgsng7177', 'Bgsng7071']
['Bgsng7202', 'Bgsng7150', 'Bgsng7096', 'Bgsng7178', 'Bgsng7114', 'Bgsng7018', 'Bgsng7082', 'Bgsng7071', 'Bgsng7173', 'Bgsng7063', 'Bgsng7192', 'Bgsng7052']
['Bgsng8064', 'Bgsng7106', 'Bgsng7128', 'Bgsng7142', 'Bgsng7177', 'Bgsng7052', 'Bgsng7035', 'Bgsng7150', 'Bgsng7082', 'Bgsng7178', 'Bgsng7173', 'Bgsng7204']
['Bgsng7082', 'Bgsng7096', 'Bgsng7071', 'Bgsng8169', 'Bgsng8064', 'Bgsng7178', 'Bgsng7131', 'Bgsng7192', 'Bgsng7204', 'Bgsng7150', 'Bgsng7063', 'Bgsng7035']
['Bgsng7071', 'Bgsng7155', 'Bgsng7142', 'Bgsng7128', 'Bgsng7131', 'Bgsng7177', 'Bgsng7149', 'Bgsng7178', 'Bgsng7173', 'Bgsng7114', 'Bgsng7063', 'Bgsng8169']
['Bgsng7106', 'Bgsng7202', 'Bgsng7071', 'Bgsng7018', 'Bgsng7052', 'Bgsng7204', 'Bgsng7173', 'Bgsng7090', 'Bgsng7114', 'Bgsng7082', 'Bgsng7128', 'Bgsng7063']
['Bgsng7115', 'Bgsng7173', 'Bgsng7155', 'Bgsng7202', 'Bgsng7131', 'Bgsng7082', 'Bgsng7204', 'Bgsng7128', 'Bgsng7018', 'Bgsng7192', 'Bgsng7142', 'Bgsng7178']
['Bgsng7063', 'Bgsng7071', 'Bgsng7155', 'Bgsng7204', 'Bgsng7052', 'Bgsng7192', 'Bgsng7115', 'Bgsng7173', 'Bgsng7142', 'Bgsng7149', 'Bgsng7106', 'Bgsng8064']
['Bgsng7115', 'Bgsng7178', 'Bgsng7177', 'Bgsng7149', 'Bgsng7071', 'Bgsng8064', 'Bgsng8169', 'Bgsng7063', 'Bgsng7090', 'Bgsng7192', 'Bgsng7131', 'Bgsng7202']
['Bgsng7115', 'Bgsng7150', 'Bgsng7082', 'Bgsng7178', 'Bgsng7071', 'Bgsng7204', 'Bgsng7063', 'Bgsng7114', 'Bgsng7142', 'Bgsng7202', 'Bgsng7149', 'Bgsng7035']
['Bgsng7149', 'Bgsng7142', 'Bgsng7177', 'Bgsng7096', 'Bgsng7178', 'Bgsng7063', 'Bgsng7131', 'Bgsng7192', 'Bgsng7082', 'Bgsng7114', 'Bgsng7173', 'Bgsng7035']
['Bgsng7149', 'Bgsng7128', 'Bgsng7178', 'Bgsng7096', 'Bgsng7150', 'Bgsng7052', 'Bgsng7131', 'Bgsng7115', 'Bgsng8169', 'Bgsng7106', 'Bgsng7142', 'Bgsng7173']
['Bgsng7155', 'Bgsng7142', 'Bgsng8169', 'Bgsng7115', 'Bgsng7071', 'Bgsng7204', 'Bgsng7150', 'Bgsng7177', 'Bgsng7202', 'Bgsng7082', 'Bgsng7106', 'Bgsng7178']
['Bgsng7090', 'Bgsng7202', 'Bgsng7096', 'Bgsng7178', 'Bgsng7082', 'Bgsng7192', 'Bgsng7035', 'Bgsng7173', 'Bgsng7071', 'Bgsng7128', 'Bgsng7131', 'Bgsng7115']
['Bgsng7204', 'Bgsng7155', 'Bgsng7202', 'Bgsng8064', 'Bgsng7071', 'Bgsng7192', 'Bgsng7142', 'Bgsng7115', 'Bgsng7063', 'Bgsng7096', 'Bgsng7035', 'Bgsng7090']
['Bgsng7106', 'Bgsng7063', 'Bgsng7149', 'Bgsng7155', 'Bgsng7096', 'Bgsng7202', 'Bgsng7142', 'Bgsng7071', 'Bgsng7150', 'Bgsng7192', 'Bgsng7090', 'Bgsng7018']
['Bgsng7128', 'Bgsng7204', 'Bgsng7150', 'Bgsng7149', 'Bgsng7114', 'Bgsng7115', 'Bgsng7035', 'Bgsng7018', 'Bgsng7173', 'Bgsng7106', 'Bgsng8169', 'Bgsng7082']
['Bgsng7155', 'Bgsng7082', 'Bgsng8169', 'Bgsng8064', 'Bgsng7035', 'Bgsng7128', 'Bgsng7178', 'Bgsng7150', 'Bgsng7131', 'Bgsng7018', 'Bgsng7052', 'Bgsng7106']
['Bgsng7082', 'Bgsng7142', 'Bgsng7155', 'Bgsng7202', 'Bgsng7096', 'Bgsng7018', 'Bgsng8169', 'Bgsng7052', 'Bgsng7071', 'Bgsng7035', 'Bgsng7204', 'Bgsng7177']
['Bgsng7063', 'Bgsng7177', 'Bgsng7018', 'Bgsng7128', 'Bgsng7131', 'Bgsng7071', 'Bgsng7192', 'Bgsng7204', 'Bgsng8064', 'Bgsng7052', 'Bgsng7090', 'Bgsng7150']
['Bgsng7149', 'Bgsng7114', 'Bgsng7150', 'Bgsng7173', 'Bgsng8169', 'Bgsng7063', 'Bgsng7204', 'Bgsng7128', 'Bgsng7177', 'Bgsng7142', 'Bgsng7082', 'Bgsng7131']
['Bgsng8064', 'Bgsng7177', 'Bgsng7128', 'Bgsng7178', 'Bgsng7035', 'Bgsng7052', 'Bgsng7173', 'Bgsng7115', 'Bgsng7155', 'Bgsng7202', 'Bgsng7114', 'Bgsng7150']
['Bgsng8169', 'Bgsng7115', 'Bgsng7063', 'Bgsng7204', 'Bgsng7106', 'Bgsng7178', 'Bgsng7018', 'Bgsng7131', 'Bgsng7202', 'Bgsng7149', 'Bgsng7035', 'Bgsng7128']
['Bgsng7115', 'Bgsng7178', 'Bgsng7204', 'Bgsng7150', 'Bgsng7202', 'Bgsng7052', 'Bgsng8064', 'Bgsng7106', 'Bgsng7114', 'Bgsng7128', 'Bgsng7131', 'Bgsng7082']
['Bgsng7142', 'Bgsng7052', 'Bgsng7150', 'Bgsng8169', 'Bgsng7177', 'Bgsng7202', 'Bgsng7173', 'Bgsng7114', 'Bgsng7063', 'Bgsng7106', 'Bgsng7071', 'Bgsng7178']
['Bgsng7142', 'Bgsng7035', 'Bgsng7071', 'Bgsng7128', 'Bgsng7149', 'Bgsng7192', 'Bgsng7018', 'Bgsng7177', 'Bgsng7204', 'Bgsng7090', 'Bgsng7131', 'Bgsng7202']
['Bgsng7142', 'Bgsng7204', 'Bgsng8064', 'Bgsng7018', 'Bgsng7173', 'Bgsng7115', 'Bgsng7106', 'Bgsng7035', 'Bgsng7192', 'Bgsng7052', 'Bgsng7096', 'Bgsng7155']
['Bgsng7082', 'Bgsng7177', 'Bgsng7106', 'Bgsng8169', 'Bgsng7114', 'Bgsng7052', 'Bgsng7178', 'Bgsng7204', 'Bgsng7090', 'Bgsng7063', 'Bgsng7173', 'Bgsng7035']
['Bgsng7192', 'Bgsng7149', 'Bgsng7142', 'Bgsng7202', 'Bgsng7204', 'Bgsng8169', 'Bgsng7131', 'Bgsng7106', 'Bgsng7096', 'Bgsng7052', 'Bgsng7035', 'Bgsng8064']
['Bgsng7177', 'Bgsng8064', 'Bgsng7096', 'Bgsng7063', 'Bgsng7149', 'Bgsng7202', 'Bgsng8169', 'Bgsng7131', 'Bgsng7082', 'Bgsng7052', 'Bgsng7155', 'Bgsng7192']
['Bgsng7202', 'Bgsng7052', 'Bgsng7192', 'Bgsng7155', 'Bgsng7149', 'Bgsng7131', 'Bgsng7177', 'Bgsng7106', 'Bgsng7142', 'Bgsng7090', 'Bgsng7018', 'Bgsng8169']
['Bgsng7177', 'Bgsng7071', 'Bgsng7090', 'Bgsng7202', 'Bgsng7082', 'Bgsng7018', 'Bgsng7131', 'Bgsng7155', 'Bgsng7178', 'Bgsng8169', 'Bgsng7096', 'Bgsng7128']
['Bgsng7173', 'Bgsng7063', 'Bgsng7115', 'Bgsng7155', 'Bgsng8064', 'Bgsng7035', 'Bgsng7177', 'Bgsng7178', 'Bgsng8169', 'Bgsng7071', 'Bgsng7202', 'Bgsng7192']
['Bgsng7150', 'Bgsng7149', 'Bgsng7178', 'Bgsng7063', 'Bgsng8169', 'Bgsng7071', 'Bgsng7177', 'Bgsng7082', 'Bgsng7018', 'Bgsng7173', 'Bgsng7192', 'Bgsng7052']
['Bgsng7096', 'Bgsng7202', 'Bgsng7115', 'Bgsng7063', 'Bgsng7131', 'Bgsng8064', 'Bgsng7173', 'Bgsng7052', 'Bgsng7177', 'Bgsng7035', 'Bgsng7155', 'Bgsng7114']
['Bgsng7106', 'Bgsng7131', 'Bgsng7204', 'Bgsng7096', 'Bgsng7149', 'Bgsng7150', 'Bgsng7052', 'Bgsng7202', 'Bgsng7178', 'Bgsng7114', 'Bgsng7115', 'Bgsng7142']
['Bgsng7090', 'Bgsng7128', 'Bgsng7192', 'Bgsng7082', 'Bgsng7063', 'Bgsng7142', 'Bgsng7149', 'Bgsng7202', 'Bgsng7178', 'Bgsng7106', 'Bgsng7155', 'Bgsng7177']
['Bgsng7178', 'Bgsng7149', 'Bgsng7155', 'Bgsng7177', 'Bgsng7071', 'Bgsng7096', 'Bgsng7142', 'Bgsng7082', 'Bgsng7202', 'Bgsng7035', 'Bgsng7150', 'Bgsng7063']
['Bgsng7115', 'Bgsng7035', 'Bgsng7149', 'Bgsng7052', 'Bgsng7150', 'Bgsng7018', 'Bgsng7096', 'Bgsng7106', 'Bgsng7131', 'Bgsng7204', 'Bgsng7192', 'Bgsng7090']
['Bgsng7096', 'Bgsng7131', 'Bgsng7063', 'Bgsng7018', 'Bgsng7114', 'Bgsng7149', 'Bgsng7177', 'Bgsng7106', 'Bgsng7052', 'Bgsng7128', 'Bgsng7202', 'Bgsng7155']
['Bgsng7096', 'Bgsng8064', 'Bgsng7177', 'Bgsng7018', 'Bgsng7090', 'Bgsng7173', 'Bgsng7131', 'Bgsng7082', 'Bgsng7149', 'Bgsng7071', 'Bgsng7035', 'Bgsng7063']
['Bgsng7063', 'Bgsng7114', 'Bgsng7096', 'Bgsng7082', 'Bgsng7052', 'Bgsng7035', 'Bgsng7106', 'Bgsng7131', 'Bgsng7150', 'Bgsng7155', 'Bgsng7149', 'Bgsng7173']
['Bgsng7192', 'Bgsng7173', 'Bgsng7177', 'Bgsng7150', 'Bgsng7114', 'Bgsng7071', 'Bgsng8064', 'Bgsng7131', 'Bgsng7178', 'Bgsng7204', 'Bgsng7018', 'Bgsng7096']
['Bgsng7035', 'Bgsng7106', 'Bgsng7155', 'Bgsng8169', 'Bgsng7192', 'Bgsng7018', 'Bgsng7071', 'Bgsng7204', 'Bgsng7090', 'Bgsng7131', 'Bgsng7149', 'Bgsng7177']
['Bgsng7173', 'Bgsng7178', 'Bgsng8064', 'Bgsng7071', 'Bgsng7202', 'Bgsng7052', 'Bgsng7035', 'Bgsng7142', 'Bgsng8169', 'Bgsng7149', 'Bgsng7204', 'Bgsng7115']
['Bgsng7090', 'Bgsng7096', 'Bgsng7128', 'Bgsng7177', 'Bgsng7178', 'Bgsng7192', 'Bgsng7173', 'Bgsng7155', 'Bgsng7052', 'Bgsng7115', 'Bgsng7082', 'Bgsng7114']
['Bgsng7063', 'Bgsng7202', 'Bgsng7128', 'Bgsng7155', 'Bgsng7096', 'Bgsng7142', 'Bgsng7150', 'Bgsng7082', 'Bgsng7052', 'Bgsng7035', 'Bgsng8064', 'Bgsng7204']
['Bgsng7106', 'Bgsng7128', 'Bgsng7131', 'Bgsng7204', 'Bgsng7090', 'Bgsng7052', 'Bgsng7114', 'Bgsng7177', 'Bgsng7096', 'Bgsng7149', 'Bgsng7035', 'Bgsng8169']
['Bgsng7071', 'Bgsng7052', 'Bgsng7173', 'Bgsng7192', 'Bgsng7082', 'Bgsng7114', 'Bgsng7035', 'Bgsng7142', 'Bgsng7202', 'Bgsng7149', 'Bgsng7128', 'Bgsng7090']
['Bgsng7177', 'Bgsng7204', 'Bgsng7142', 'Bgsng7035', 'Bgsng7090', 'Bgsng7071', 'Bgsng7155', 'Bgsng7018', 'Bgsng7096', 'Bgsng7063', 'Bgsng8064', 'Bgsng7115']
['Bgsng7155', 'Bgsng7202', 'Bgsng7035', 'Bgsng7063', 'Bgsng7114', 'Bgsng7106', 'Bgsng7090', 'Bgsng8169', 'Bgsng7096', 'Bgsng7173', 'Bgsng7192', 'Bgsng7149']
['Bgsng7131', 'Bgsng7149', 'Bgsng7192', 'Bgsng7142', 'Bgsng7173', 'Bgsng7018', 'Bgsng8064', 'Bgsng7204', 'Bgsng7202', 'Bgsng7035', 'Bgsng7063', 'Bgsng7090']
['Bgsng7082', 'Bgsng7090', 'Bgsng7150', 'Bgsng7106', 'Bgsng7063', 'Bgsng7115', 'Bgsng7202', 'Bgsng7131', 'Bgsng7035', 'Bgsng8064', 'Bgsng7018', 'Bgsng7178']
['Bgsng7192', 'Bgsng8169', 'Bgsng7035', 'Bgsng7155', 'Bgsng7090', 'Bgsng7142', 'Bgsng7204', 'Bgsng7202', 'Bgsng7096', 'Bgsng7106', 'Bgsng7071', 'Bgsng7150']
['Bgsng7142', 'Bgsng7149', 'Bgsng7131', 'Bgsng7150', 'Bgsng7115', 'Bgsng7090', 'Bgsng7063', 'Bgsng7173', 'Bgsng7204', 'Bgsng7082', 'Bgsng7096', 'Bgsng7177']
['Bgsng7063', 'Bgsng7128', 'Bgsng7192', 'Bgsng7096', 'Bgsng7202', 'Bgsng7131', 'Bgsng7052', 'Bgsng7018', 'Bgsng7204', 'Bgsng7150', 'Bgsng7071', 'Bgsng7114']
['Bgsng7155', 'Bgsng7142', 'Bgsng7096', 'Bgsng7115', 'Bgsng7018', 'Bgsng7204', 'Bgsng7082', 'Bgsng7090', 'Bgsng7192', 'Bgsng7071', 'Bgsng7178', 'Bgsng7149']
['Bgsng7018', 'Bgsng7142', 'Bgsng7178', 'Bgsng7035', 'Bgsng7071', 'Bgsng8169', 'Bgsng7155', 'Bgsng7173', 'Bgsng7106', 'Bgsng7177', 'Bgsng7131', 'Bgsng8064']
['Bgsng8064', 'Bgsng7142', 'Bgsng7204', 'Bgsng7202', 'Bgsng7082', 'Bgsng7090', 'Bgsng7106', 'Bgsng7035', 'Bgsng7131', 'Bgsng7155', 'Bgsng7063', 'Bgsng7178']
['Bgsng7150', 'Bgsng7204', 'Bgsng7115', 'Bgsng7090', 'Bgsng7035', 'Bgsng7155', 'Bgsng7082', 'Bgsng7173', 'Bgsng8169', 'Bgsng7178', 'Bgsng7202', 'Bgsng7149']
['Bgsng7018', 'Bgsng7082', 'Bgsng8064', 'Bgsng7131', 'Bgsng7071', 'Bgsng7177', 'Bgsng7114', 'Bgsng7090', 'Bgsng7115', 'Bgsng7052', 'Bgsng7150', 'Bgsng8169']
['Bgsng7082', 'Bgsng7063', 'Bgsng7114', 'Bgsng7177', 'Bgsng7204', 'Bgsng8064', 'Bgsng7035', 'Bgsng8169', 'Bgsng7202', 'Bgsng7150', 'Bgsng7149', 'Bgsng7071']
['Bgsng7071', 'Bgsng7096', 'Bgsng7150', 'Bgsng8064', 'Bgsng7035', 'Bgsng7106', 'Bgsng7052', 'Bgsng7204', 'Bgsng7115', 'Bgsng7114', 'Bgsng7018', 'Bgsng7173']
['Bgsng7106', 'Bgsng7202', 'Bgsng8064', 'Bgsng7096', 'Bgsng7142', 'Bgsng7052', 'Bgsng7082', 'Bgsng7018', 'Bgsng7204', 'Bgsng7115', 'Bgsng7150', 'Bgsng8169']
['Bgsng7192', 'Bgsng7204', 'Bgsng7150', 'Bgsng7115', 'Bgsng7096', 'Bgsng7071', 'Bgsng7106', 'Bgsng7131', 'Bgsng7082', 'Bgsng8064', 'Bgsng7177', 'Bgsng7155']
['Bgsng7082', 'Bgsng7142', 'Bgsng7131', 'Bgsng7106', 'Bgsng7071', 'Bgsng7150', 'Bgsng7052', 'Bgsng8169', 'Bgsng8064', 'Bgsng7114', 'Bgsng7128', 'Bgsng7173']
['Bgsng7177', 'Bgsng7155', 'Bgsng7096', 'Bgsng7128', 'Bgsng7035', 'Bgsng7142', 'Bgsng7192', 'Bgsng7018', 'Bgsng7114', 'Bgsng7131', 'Bgsng8064', 'Bgsng7106']
['Bgsng7082', 'Bgsng7052', 'Bgsng7106', 'Bgsng7150', 'Bgsng7192', 'Bgsng7018', 'Bgsng8169', 'Bgsng7173', 'Bgsng7114', 'Bgsng8064', 'Bgsng7149', 'Bgsng7155']
['Bgsng7063', 'Bgsng7155', 'Bgsng7192', 'Bgsng7202', 'Bgsng7090', 'Bgsng7114', 'Bgsng7128', 'Bgsng8169', 'Bgsng7178', 'Bgsng7142', 'Bgsng7149', 'Bgsng7173']
['Bgsng7115', 'Bgsng7090', 'Bgsng7204', 'Bgsng7128', 'Bgsng7096', 'Bgsng7114', 'Bgsng8064', 'Bgsng7150', 'Bgsng7018', 'Bgsng7063', 'Bgsng7177', 'Bgsng7192']
['Bgsng7155', 'Bgsng7071', 'Bgsng7106', 'Bgsng7063', 'Bgsng7142', 'Bgsng7131', 'Bgsng7114', 'Bgsng7173', 'Bgsng8169', 'Bgsng7052', 'Bgsng7192', 'Bgsng7202']
['Bgsng7018', 'Bgsng7114', 'Bgsng7202', 'Bgsng7096', 'Bgsng7090', 'Bgsng7128', 'Bgsng7204', 'Bgsng7063', 'Bgsng7035', 'Bgsng7173', 'Bgsng7178', 'Bgsng8064']
['Bgsng7155', 'Bgsng7202', 'Bgsng7178', 'Bgsng7204', 'Bgsng7142', 'Bgsng7106', 'Bgsng7192', 'Bgsng7131', 'Bgsng7018', 'Bgsng7063', 'Bgsng7052', 'Bgsng7096']
['Bgsng7115', 'Bgsng7071', 'Bgsng7192', 'Bgsng7090', 'Bgsng7128', 'Bgsng7052', 'Bgsng7082', 'Bgsng7178', 'Bgsng8169', 'Bgsng7150', 'Bgsng7114', 'Bgsng7142']
['Bgsng7071', 'Bgsng7149', 'Bgsng7178', 'Bgsng7131', 'Bgsng7114', 'Bgsng7155', 'Bgsng7106', 'Bgsng7090', 'Bgsng8169', 'Bgsng7035', 'Bgsng7202', 'Bgsng7063']
['Bgsng8064', 'Bgsng7082', 'Bgsng7115', 'Bgsng7142', 'Bgsng7052', 'Bgsng7204', 'Bgsng7178', 'Bgsng7155', 'Bgsng7096', 'Bgsng7114', 'Bgsng7177', 'Bgsng7173']
['Bgsng7090', 'Bgsng7071', 'Bgsng7177', 'Bgsng7142', 'Bgsng7192', 'Bgsng7063', 'Bgsng7178', 'Bgsng8064', 'Bgsng7150', 'Bgsng7018', 'Bgsng7155', 'Bgsng8169']
['Bgsng7155', 'Bgsng7131', 'Bgsng7128', 'Bgsng7177', 'Bgsng7149', 'Bgsng8064', 'Bgsng7082', 'Bgsng7114', 'Bgsng7035', 'Bgsng7090', 'Bgsng7106', 'Bgsng7052']
['Bgsng7202', 'Bgsng7071', 'Bgsng7115', 'Bgsng7192', 'Bgsng7142', 'Bgsng7114', 'Bgsng7090', 'Bgsng7173', 'Bgsng7082', 'Bgsng7035', 'Bgsng7155', 'Bgsng7177']
